salesforce_sync_group,group_label,wordpress_field_key,wordpress_label,wordpress_source_path,wordpress_type,wordpress_domain,member_db_storage,member_db_table_or_source,member_db_admin_tab,default_salesforce_object_key,default_salesforce_object_label,default_salesforce_object_api_name,default_salesforce_external_id_field,default_salesforce_field_api_name,wordpress_to_salesforce_direction,salesforce_to_wordpress_supported,salesforce_to_wordpress_route,reverse_sync_notes,implementation_notes
membership,"Membership Term",member_db_membership_record_trial_limit,"Member Database Membership Record: Trial Limit",member_db.membership_record.trial_limit,integer,member_db_membership_history,"JSON snapshot in raw_record",wp_aac_member_db_history.raw_record,"Membership History",membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping. Membership Term sync also uses the two newest mirrored history rows to populate Previous_Term__c and Superseded_By__c."
membership,"Membership Term",member_db_profile_account_info_aaj_pref,"Member Database Profile: Account Info > Aaj Pref",member_db.profile.account_info.aaj_pref,string,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Preferences,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_account_info_acj_pref,"Member Database Profile: Account Info > Acj Pref",member_db.profile.account_info.acj_pref,string,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Preferences,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_account_info_address2,"Member Database Profile: Account Info > Address2",member_db.profile.account_info.address2,string,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_account_info_anac_pref,"Member Database Profile: Account Info > Anac Pref",member_db.profile.account_info.anac_pref,string,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Preferences,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_account_info_auto_renew,"Member Database Profile: Account Info > Auto Renew",member_db.profile.account_info.auto_renew,boolean,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Preferences,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,Auto_Renew__c,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","Mapped by default to both Contact and Membership Term groups in the connector."
membership,"Membership Term",member_db_profile_account_info_birthdate,"Member Database Profile: Account Info > Birthdate",member_db.profile.account_info.birthdate,date,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_account_info_city,"Member Database Profile: Account Info > City",member_db.profile.account_info.city,string,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_account_info_country,"Member Database Profile: Account Info > Country",member_db.profile.account_info.country,string,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_account_info_do_not_call,"Member Database Profile: Account Info > Do Not Call",member_db.profile.account_info.do_not_call,boolean,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Preferences,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_account_info_do_not_contact,"Member Database Profile: Account Info > Do Not Contact",member_db.profile.account_info.do_not_contact,boolean,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Preferences,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_account_info_email,"Member Database Profile: Account Info > Email",member_db.profile.account_info.email,email,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_account_info_email_opt_out,"Member Database Profile: Account Info > Email Opt Out",member_db.profile.account_info.email_opt_out,boolean,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Preferences,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_account_info_first_name,"Member Database Profile: Account Info > First Name",member_db.profile.account_info.first_name,string,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_account_info_guidebook_pref,"Member Database Profile: Account Info > Guidebook Pref",member_db.profile.account_info.guidebook_pref,string,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Preferences,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_account_info_last_name,"Member Database Profile: Account Info > Last Name",member_db.profile.account_info.last_name,string,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_account_info_membership_discount_type,"Member Database Profile: Account Info > Membership Discount Type",member_db.profile.account_info.membership_discount_type,string,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Preferences,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,Discount_Group__c,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.",
membership,"Membership Term",member_db_profile_account_info_name,"Member Database Profile: Account Info > Name",member_db.profile.account_info.name,string,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_account_info_payment_method,"Member Database Profile: Account Info > Payment Method",member_db.profile.account_info.payment_method,string,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Preferences,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_account_info_phone,"Member Database Profile: Account Info > Phone",member_db.profile.account_info.phone,string,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_account_info_phone_type,"Member Database Profile: Account Info > Phone Type",member_db.profile.account_info.phone_type,string,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_account_info_photo_url,"Member Database Profile: Account Info > Photo Url",member_db.profile.account_info.photo_url,url,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_account_info_publication_pref,"Member Database Profile: Account Info > Publication Pref",member_db.profile.account_info.publication_pref,string,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Preferences,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_account_info_size,"Member Database Profile: Account Info > Size",member_db.profile.account_info.size,string,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Preferences,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_account_info_state,"Member Database Profile: Account Info > State",member_db.profile.account_info.state,string,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_account_info_street,"Member Database Profile: Account Info > Street",member_db.profile.account_info.street,string,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_account_info_zip,"Member Database Profile: Account Info > Zip",member_db.profile.account_info.zip,string,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_account_role,"Member Database Profile: Account Role",member_db.profile_row.account_role,string,member_db_profile_row,"Mirror table column",wp_aac_member_db_profiles,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,Family_Account_Role__c,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.",
membership,"Membership Term",member_db_profile_benefits_info_medical_amount,"Member Database Profile: Benefits Info > Medical Amount",member_db.profile.benefits_info.medical_amount,decimal,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Preferences,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,Medical_Benefit_Amount__c,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.",
membership,"Membership Term",member_db_profile_benefits_info_mortal_remains_amount,"Member Database Profile: Benefits Info > Mortal Remains Amount",member_db.profile.benefits_info.mortal_remains_amount,decimal,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Preferences,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,Mortal_Remains_Amount__c,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.",
membership,"Membership Term",member_db_profile_benefits_info_rescue_amount,"Member Database Profile: Benefits Info > Rescue Amount",member_db.profile.benefits_info.rescue_amount,decimal,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Preferences,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,Rescue_Benefit_Amount__c,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.",
membership,"Membership Term",member_db_profile_benefits_info_rescue_reimbursement_process,"Member Database Profile: Benefits Info > Rescue Reimbursement Process",member_db.profile.benefits_info.rescue_reimbursement_process,boolean,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Preferences,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,Rescue_Reimbursement_Process__c,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.",
membership,"Membership Term",member_db_profile_display_name,"Member Database Profile: Display Name",member_db.profile_row.display_name,string,member_db_profile_row,"Mirror table column",wp_aac_member_db_profiles,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_email,"Member Database Profile: Email",member_db.profile_row.email,email,member_db_profile_row,"Mirror table column",wp_aac_member_db_profiles,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_expiration_date,"Member Database Profile: Expiration Date",member_db.profile_row.expiration_date,date,member_db_profile_row,"Mirror table column",wp_aac_member_db_profiles,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,End_Date__c,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.",
membership,"Membership Term",member_db_profile_family_membership_additional_adult,"Member Database Profile: Family Membership > Additional Adult",member_db.profile.family_membership.additional_adult,boolean,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Preferences,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_family_membership_dependent_count,"Member Database Profile: Family Membership > Dependent Count",member_db.profile.family_membership.dependent_count,integer,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Preferences,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_family_membership_mode,"Member Database Profile: Family Membership > Mode",member_db.profile.family_membership.mode,string,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Preferences,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,Family_Membership__c,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.",
membership,"Membership Term",member_db_profile_linked_parent_account_name,"Member Database Profile: Linked Parent Account > Name",member_db.profile.linked_parent_account.name,string,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Preferences,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_member_id,"Member Database Profile: Member Id",member_db.profile_row.member_id,string,member_db_profile_row,"Mirror table column",wp_aac_member_db_profiles,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,AAC_Member_ID__c,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.",
membership,"Membership Term",member_db_profile_membership_level,"Member Database Profile: Membership Level",member_db.profile_row.membership_level,string,member_db_profile_row,"Mirror table column",wp_aac_member_db_profiles,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,Membership_Level__c,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.",
membership,"Membership Term",member_db_profile_membership_status,"Member Database Profile: Membership Status",member_db.profile_row.membership_status,string,member_db_profile_row,"Mirror table column",wp_aac_member_db_profiles,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,Status__c,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.",
membership,"Membership Term",member_db_profile_profile_info_joined_date,"Member Database Profile: Profile Info > Joined Date",member_db.profile.profile_info.joined_date,date,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_profile_info_member_id,"Member Database Profile: Profile Info > Member Id",member_db.profile.profile_info.member_id,string,member_db_profile_payload,"JSON snapshot in raw_profile",wp_aac_member_db_profiles.raw_profile,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_profile_renewal_date,"Member Database Profile: Renewal Date",member_db.profile_row.renewal_date,date,member_db_profile_row,"Mirror table column",wp_aac_member_db_profiles,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,Renewal_Date__c,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.",
membership,"Membership Term",member_db_profile_user_id,"Member Database Profile: User Id",member_db.profile_row.user_id,integer,member_db_profile_row,"Mirror table column",wp_aac_member_db_profiles,Profile,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,WordPress_User_ID__c,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.",
membership,"Membership Term",member_db_subscription_record_billing_amount,"Member Database Subscription Record: Billing Amount",member_db.subscription_record.billing_amount,decimal,member_db_subscription_history,"JSON snapshot in raw_record",wp_aac_member_db_subscriptions.raw_record,Subscriptions,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_subscription_record_billing_limit,"Member Database Subscription Record: Billing Limit",member_db.subscription_record.billing_limit,integer,member_db_subscription_history,"JSON snapshot in raw_record",wp_aac_member_db_subscriptions.raw_record,Subscriptions,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_subscription_record_cycle_number,"Member Database Subscription Record: Cycle Number",member_db.subscription_record.cycle_number,integer,member_db_subscription_history,"JSON snapshot in raw_record",wp_aac_member_db_subscriptions.raw_record,Subscriptions,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_subscription_record_cycle_period,"Member Database Subscription Record: Cycle Period",member_db.subscription_record.cycle_period,string,member_db_subscription_history,"JSON snapshot in raw_record",wp_aac_member_db_subscriptions.raw_record,Subscriptions,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_subscription_record_enddate,"Member Database Subscription Record: Enddate",member_db.subscription_record.enddate,datetime,member_db_subscription_history,"JSON snapshot in raw_record",wp_aac_member_db_subscriptions.raw_record,Subscriptions,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_subscription_record_gateway,"Member Database Subscription Record: Gateway",member_db.subscription_record.gateway,string,member_db_subscription_history,"JSON snapshot in raw_record",wp_aac_member_db_subscriptions.raw_record,Subscriptions,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_subscription_record_gateway_environment,"Member Database Subscription Record: Gateway Environment",member_db.subscription_record.gateway_environment,string,member_db_subscription_history,"JSON snapshot in raw_record",wp_aac_member_db_subscriptions.raw_record,Subscriptions,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_subscription_record_id,"Member Database Subscription Record: Id",member_db.subscription_record.id,integer,member_db_subscription_history,"JSON snapshot in raw_record",wp_aac_member_db_subscriptions.raw_record,Subscriptions,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_subscription_record_membership_id,"Member Database Subscription Record: Membership Id",member_db.subscription_record.membership_id,integer,member_db_subscription_history,"JSON snapshot in raw_record",wp_aac_member_db_subscriptions.raw_record,Subscriptions,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_subscription_record_modified,"Member Database Subscription Record: Modified",member_db.subscription_record.modified,datetime,member_db_subscription_history,"JSON snapshot in raw_record",wp_aac_member_db_subscriptions.raw_record,Subscriptions,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
membership,"Membership Term",member_db_subscription_record_next_payment_date,"Member Database Subscription Record: Next Payment Date",member_db.subscription_record.next_payment_date,datetime,member_db_subscription_history,"JSON snapshot in raw_record",wp_aac_member_db_subscriptions.raw_record,Subscriptions,membership,"Primary Membership Term",Membership_Term__c,AAC_External_Key__c,,"WordPress -> Salesforce",Yes,"POST /wp-json/aac-salesforce-sync/v1/membership","Inbound member matching uses wordpress_user_id, aac_external_key, or email.","No default Salesforce field mapping; available in connector for optional mapping."
